id,text,author_id,public_metrics,name,spectrum
2022733998943084877,And she brought a friend 😉 https://t.co/FxHky1Wktd,44196397,"{'retweet_count': 1275, 'reply_count': 1724, 'like_count': 23986, 'quote_count': 112, 'bookmark_count': 560, 'impression_count': 1166897}",Elon,C
2022733873554350168,Still kinda hot tbh https://t.co/cp8HdAxK0w,44196397,"{'retweet_count': 27402, 'reply_count': 11350, 'like_count': 491591, 'quote_count': 2678, 'bookmark_count': 21580, 'impression_count': 39415022}",Elon,C
2022717924448911725,https://t.co/op5s4ZikGJ https://t.co/L1nJSbaLfQ,44196397,"{'retweet_count': 3691, 'reply_count': 1941, 'like_count': 21209, 'quote_count': 95, 'bookmark_count': 733, 'impression_count': 4033248}",Elon,C
2022693521371599313,Wow https://t.co/oFIANmo8gM,44196397,"{'retweet_count': 42636, 'reply_count': 8759, 'like_count': 249433, 'quote_count': 1165, 'bookmark_count': 15220, 'impression_count': 27162582}",Elon,C
2022693118978724277,Join @xAI https://t.co/Fo3kjhaTXA,44196397,"{'retweet_count': 4274, 'reply_count': 3534, 'like_count': 22741, 'quote_count': 177, 'bookmark_count': 2174, 'impression_count': 14641058}",Elon,C
2022691501428617278,😂 https://t.co/XgsQfhtUTI,44196397,"{'retweet_count': 22805, 'reply_count': 3779, 'like_count': 127423, 'quote_count': 566, 'bookmark_count': 11903, 'impression_count': 13729822}",Elon,C
2022690746407456790,This bot got hands https://t.co/0zDxXJ8DsN,44196397,"{'retweet_count': 5909, 'reply_count': 2814, 'like_count': 43560, 'quote_count': 162, 'bookmark_count': 1928, 'impression_count': 12513866}",Elon,C
2022690471177523333,True https://t.co/IYprTw3REg,44196397,"{'retweet_count': 1898, 'reply_count': 1829, 'like_count': 24144, 'quote_count': 76, 'bookmark_count': 680, 'impression_count': 43860314}",Elon,C
2022690055412916457,♥️♥️♥️ Happy Valentine’s Day ♥️♥️♥️,44196397,"{'retweet_count': 29964, 'reply_count': 26348, 'like_count': 549057, 'quote_count': 4690, 'bookmark_count': 5331, 'impression_count': 59484478}",Elon,C
2022739515480371500,"Are you a daycare?

Because you are Somali I’d commit fraud with 😘

Happy Valentines ❤️",819432501982752768,"{'retweet_count': 392, 'reply_count': 328, 'like_count': 9372, 'quote_count': 32, 'bookmark_count': 93, 'impression_count': 185765}",Nick shirley,C
2022477310046408938,"MSM is more concerned over $40 million to deport illegal migrants who in reality actually cost us BILLIONS

NYC alone spent over $10+ billion on illegals under Biden

Btw $40M is about the same as a few Somali daycares in Minnesota lol https://t.co/hO85NNbw68",819432501982752768,"{'retweet_count': 3504, 'reply_count': 504, 'like_count': 19422, 'quote_count': 67, 'bookmark_count': 277, 'impression_count': 284259}",Nick shirley,C
2022389875589419012,"🚨 Migrant children living in tents on California streets 

Skid Row is the most densely populated area of homeless in America, most are adults but there are also CHILDREN who are living on these streets surrounded by drugs and chaos

Tragic scenes from California streets https://t.co/ZQY6ZSuBZJ",819432501982752768,"{'retweet_count': 6341, 'reply_count': 1721, 'like_count': 28501, 'quote_count': 400, 'bookmark_count': 1168, 'impression_count': 692440}",Nick shirley,C
2021636480649888181,Nick Shirley meets Nick Shirley 😂💀 https://t.co/wJnvbDNLDM,819432501982752768,"{'retweet_count': 1793, 'reply_count': 574, 'like_count': 24036, 'quote_count': 85, 'bookmark_count': 941, 'impression_count': 320973}",Nick shirley,C
2021429387925807450,No one should be afraid unless they are doing something illegal or are by law illegally here https://t.co/Gx1zEVuc0E,819432501982752768,"{'retweet_count': 2757, 'reply_count': 1294, 'like_count': 18744, 'quote_count': 124, 'bookmark_count': 121, 'impression_count': 281034}",Nick shirley,C
2020982290269208883,"More to come from California in the coming days, working on the full video atm 👀 The best way to support is by following along and sharing. Also new “Support Independent Journalism” hoodies are available on my website if you’d like to purchase
 https://t.co/p1bIvXTFsT",819432501982752768,"{'retweet_count': 775, 'reply_count': 130, 'like_count': 5094, 'quote_count': 17, 'bookmark_count': 63, 'impression_count': 94516}",Nick shirley,C
2020963155518906778,"Welcome to California…
Here they will let you overdose on their streets, give you the narcan to revive yourself and then give you the supplies to kill yourself again 💀

The homeless industrial complex has corruption, fraud and waste all over it. https://t.co/8f3tXX7g50",819432501982752768,"{'retweet_count': 19115, 'reply_count': 2757, 'like_count': 81697, 'quote_count': 1113, 'bookmark_count': 3966, 'impression_count': 1387481}",Nick shirley,C
2020926188060061886,"Honestly good on Bad Bunny for not making it too political and showcasing his talent, music, and culture. It was a good performance

People are upset because why would the NFL have someone who their PRIMARY audience can’t even understand 💀

Gen z and others didn’t mind the",819432501982752768,"{'retweet_count': 189, 'reply_count': 1087, 'like_count': 6343, 'quote_count': 31, 'bookmark_count': 132, 'impression_count': 271574}",Nick shirley,C
2020926185988030677,"The halftime wasn’t bad

It would’ve made for an EPIC World Cup performance but not the Super Bowl where its audience is primarily people who don’t speak spanish 

My grandpa said I watched “20 weeks straight for a halftime I can’t even understand” that’s the problem",819432501982752768,"{'retweet_count': 449, 'reply_count': 926, 'like_count': 14058, 'quote_count': 55, 'bookmark_count': 346, 'impression_count': 501014}",Nick shirley,C
2019231082311479764,"Also I took this out for the interview on X but I just released new ""Support Independent Journalism"" hoodies and tees on my site @ https://t.co/XWmxQAqxBY

Go and get one to help support my work and let people know where you stand! California fraud videos coming soon 👀 https://t.co/ang8e8dUm5",819432501982752768,"{'retweet_count': 345, 'reply_count': 142, 'like_count': 2463, 'quote_count': 12, 'bookmark_count': 40, 'impression_count': 84936}",Nick shirley,C
2019215073063891320,"🚨 Exposing How the U.S. Government Commits Fraud Against Its Own Citizens:
In this Interview I sat down with the Deputy Secretary of HHS @HHS_Jim to learn how fraud is committed against US taxpayers as federal money gets sent to states and ends up into the hands of fraudsters. https://t.co/6bWtSQoiKD",819432501982752768,"{'retweet_count': 4682, 'reply_count': 545, 'like_count': 15819, 'quote_count': 149, 'bookmark_count': 1413, 'impression_count': 393613}",Nick shirley,C
2018856735805730974,"Also just want to say thank you to all of you who watch, share and like what I post it really does mean a lot 🙏🏼 all this money will go towards my content or maybe a cyber truck…. (I’ve always wanted one 🤣) seriously everything I do is not possible without your guys support 🙏🏼",819432501982752768,"{'retweet_count': 1292, 'reply_count': 730, 'like_count': 19088, 'quote_count': 31, 'bookmark_count': 82, 'impression_count': 158618}",Nick shirley,C
2018856732395729070,"Extremely grateful to have been selected as an Honorable Mention and win $100,000

X is the future 

Unlike other platforms your reach is uncapped, content can create change and spark global conversation

If X can pay creators to compete with Youtube and Facebook it’s game over. https://t.co/JvK1QNLGdI",819432501982752768,"{'retweet_count': 4135, 'reply_count': 1571, 'like_count': 43552, 'quote_count': 142, 'bookmark_count': 541, 'impression_count': 843080}",Nick shirley,C
2018786623622902037,"Did Zohrans communist idea just get beat by a bunch of capitalists in NYC? 

The irony is a bit funny https://t.co/RYXzCByC14",819432501982752768,"{'retweet_count': 546, 'reply_count': 290, 'like_count': 7132, 'quote_count': 16, 'bookmark_count': 233, 'impression_count': 465957}",Nick shirley,C
2018452028352253959,"Coordinated attacks all across America to try and stop ICE from deporting illegals. Notice how one of the illegals was a white Russian and the ICE agent was a black man? This has nothing to do with race, illegal means illegal and the law is the law 🤷‍♂️ https://t.co/KExUhWiEcq",819432501982752768,"{'retweet_count': 4430, 'reply_count': 457, 'like_count': 19091, 'quote_count': 46, 'bookmark_count': 485, 'impression_count': 333167}",Nick shirley,C
2017733032204243426,"They leared the hard way 🤣Support the cause, get yourself a hoodie or tee https://t.co/9hYvhy11ay",819432501982752768,"{'retweet_count': 467, 'reply_count': 199, 'like_count': 5439, 'quote_count': 11, 'bookmark_count': 34, 'impression_count': 132629}",Nick shirley,C
2017733027837972592,"$1.9 Million tax dollars saved by 2 guys

Everyone tried to debunk no one could

Closed, fraud exposed and your tax dollars saved. 

Truth hurts they leared https://t.co/c6cxkw7ndy https://t.co/cNQrIifgLR",819432501982752768,"{'retweet_count': 5521, 'reply_count': 1124, 'like_count': 39978, 'quote_count': 112, 'bookmark_count': 365, 'impression_count': 910109}",Nick shirley,C
2017727772807074182,"New “Support Independent Journalism” hoodies are out now, here is link to support the work https://t.co/p1bIvXTFsT",819432501982752768,"{'retweet_count': 826, 'reply_count': 553, 'like_count': 6806, 'quote_count': 31, 'bookmark_count': 116, 'impression_count': 262119}",Nick shirley,C
2017705413681217560,Hello California I’ve arrived https://t.co/lqYxagMoDa,819432501982752768,"{'retweet_count': 24317, 'reply_count': 20884, 'like_count': 272014, 'quote_count': 2498, 'bookmark_count': 2610, 'impression_count': 8063460}",Nick shirley,C
2022464485198536874,Enjoy celebrating Washington’s Birthday! https://t.co/Ydy56bNTAF,487297085,"{'retweet_count': 114, 'reply_count': 45, 'like_count': 808, 'quote_count': 2, 'bookmark_count': 7, 'impression_count': 60947}",Ron DeSantis,C
2021970480895529331,Good to see progress monitoring producing results for students and parents! https://t.co/bQJRRMTnwO,487297085,"{'retweet_count': 92, 'reply_count': 54, 'like_count': 495, 'quote_count': 1, 'bookmark_count': 4, 'impression_count': 43349}",Ron DeSantis,C
2021703438628008141,"Looking forward to liberating our anglers to enjoy red snapper fishing in the Atlantic.

State management of Gulf red snapper season has been a big success, with more than 120 days available for our anglers — a massive increase from 7 years ago.

We will do the same for Atlantic https://t.co/S3ZWtUiSXH",487297085,"{'retweet_count': 147, 'reply_count': 54, 'like_count': 1046, 'quote_count': 2, 'bookmark_count': 14, 'impression_count': 70181}",Ron DeSantis,C
2021629108321759300,"We stopped the pronoun wars in Florida.  

It is ridiculous that schools would hide a “gender transition” from a student’s parents. https://t.co/K3LoWKt5wc",487297085,"{'retweet_count': 455, 'reply_count': 147, 'like_count': 3473, 'quote_count': 12, 'bookmark_count': 36, 'impression_count': 76235}",Ron DeSantis,C
2021626910535815390,Florida leads! https://t.co/04K93iVu9n,487297085,"{'retweet_count': 211, 'reply_count': 76, 'like_count': 1086, 'quote_count': 5, 'bookmark_count': 20, 'impression_count': 42823}",Ron DeSantis,C
2021625232403182020,Great job promoting civics education! https://t.co/x7LaUwE1K7,487297085,"{'retweet_count': 105, 'reply_count': 26, 'like_count': 599, 'quote_count': 4, 'bookmark_count': 7, 'impression_count': 35657}",Ron DeSantis,C
2021588653944803524,Great time of year: pitchers and catchers report! https://t.co/UgGS6ZXB6B,487297085,"{'retweet_count': 56, 'reply_count': 53, 'like_count': 1048, 'quote_count': 5, 'bookmark_count': 4, 'impression_count': 41192}",Ron DeSantis,C
2021378545076113889,"There are a lot of serious crimes that aren’t considered “violent,” such as child porn, identity theft, DUI, etc.

Plus, there are illegal aliens who are under charges or have been convicted of criminal offenses in their home country.

Finally, what is this supposed to prove?  Is https://t.co/3WRikIy324",487297085,"{'retweet_count': 2618, 'reply_count': 532, 'like_count': 12606, 'quote_count': 104, 'bookmark_count': 443, 'impression_count': 297434}",Ron DeSantis,C
2021232598303801698,Nice! https://t.co/9lkn0IY9bw,487297085,"{'retweet_count': 106, 'reply_count': 75, 'like_count': 1647, 'quote_count': 4, 'bookmark_count': 24, 'impression_count': 59032}",Ron DeSantis,C
2020905550977094040,Thanks to FIU for hosting our chat about President Reagan’s legacy! https://t.co/v9evzlQjhH,487297085,"{'retweet_count': 71, 'reply_count': 33, 'like_count': 496, 'quote_count': 2, 'bookmark_count': 9, 'impression_count': 40088}",Ron DeSantis,C
2020881375407317162,"Super Bowl III &gt; Super Bowl LX 

Congrats to the Seahawks, but it was a forgettable Super Bowl, whereas Joe Namath delivering on his win guarantee remains one of the most epic games in SB history. https://t.co/z8ENogvDOj",487297085,"{'retweet_count': 37, 'reply_count': 63, 'like_count': 463, 'quote_count': 1, 'bookmark_count': 9, 'impression_count': 71610}",Ron DeSantis,C
2020641080434418111,Congratulations Madame Prime Minister! https://t.co/EUFQv47XT0,487297085,"{'retweet_count': 1255, 'reply_count': 150, 'like_count': 12697, 'quote_count': 23, 'bookmark_count': 131, 'impression_count': 122573}",Ron DeSantis,C
2020509720751022546,Is there anyone who thinks Kaepernick is the “most relevant” figure in Super Bowl LX who is not an activist for a corporate media outlet? https://t.co/X54uWqFqsX,487297085,"{'retweet_count': 282, 'reply_count': 361, 'like_count': 4772, 'quote_count': 30, 'bookmark_count': 23, 'impression_count': 217120}",Ron DeSantis,C
2020273173821026506,"Will Mason’s luck run out?

Pats vs Seahawks Super Bowl LX prediction. https://t.co/nGLkB69Pws",487297085,"{'retweet_count': 202, 'reply_count': 359, 'like_count': 2941, 'quote_count': 37, 'bookmark_count': 88, 'impression_count': 151412}",Ron DeSantis,C
2020261891554390289,"RINOs teamed up with leftist media to manufacture a witch hunt, but have failed. https://t.co/lKZHrIEFxO",487297085,"{'retweet_count': 393, 'reply_count': 92, 'like_count': 2981, 'quote_count': 5, 'bookmark_count': 18, 'impression_count': 106042}",Ron DeSantis,C
2020260695724687809,Winning one more for the Gipper! https://t.co/PzwGtrdFB8,487297085,"{'retweet_count': 565, 'reply_count': 132, 'like_count': 5658, 'quote_count': 8, 'bookmark_count': 38, 'impression_count': 115192}",Ron DeSantis,C
2020167573074301138,Another frivolous suit. https://t.co/0xVaTGSf7v,487297085,"{'retweet_count': 471, 'reply_count': 150, 'like_count': 4369, 'quote_count': 8, 'bookmark_count': 22, 'impression_count': 182157}",Ron DeSantis,C
2020144719670480963,The notion that it is somehow unlawful to require transparency regarding the syllabi used in state university classes is absurd. https://t.co/ntyHkYl5fw,487297085,"{'retweet_count': 859, 'reply_count': 104, 'like_count': 4738, 'quote_count': 9, 'bookmark_count': 53, 'impression_count': 133418}",Ron DeSantis,C
2019805961347879239,Great statue of a great American President! https://t.co/HRGYGtb4ZV,487297085,"{'retweet_count': 370, 'reply_count': 111, 'like_count': 3564, 'quote_count': 7, 'bookmark_count': 38, 'impression_count': 83724}",Ron DeSantis,C
2019782148803153981,"It is his birthday and we are dedicating a Reagan statue at FIU today.  It is not a question of being “relevant,” whatever that means. https://t.co/xtbeaP9Tmp",487297085,"{'retweet_count': 240, 'reply_count': 123, 'like_count': 2405, 'quote_count': 18, 'bookmark_count': 16, 'impression_count': 82830}",Ron DeSantis,C
2022727415701893461,"Happy Valentine’s Day to the love of my life, @kelleyashbypaul. Grateful for you today and always. https://t.co/Lav0WcGKqR",216881337,"{'retweet_count': 137, 'reply_count': 273, 'like_count': 4117, 'quote_count': 7, 'bookmark_count': 24, 'impression_count': 96336}",Rand Paul,C
2022073781423075731,The one thing that can kill Trump’s economy - American Thinker https://t.co/GwO5BXU8oz,216881337,"{'retweet_count': 40, 'reply_count': 225, 'like_count': 241, 'quote_count': 3, 'bookmark_count': 18, 'impression_count': 51475}",Rand Paul,C
2022026537579450594,"Open borders advocates say ONLY 14% of illegals deported are violent criminals - but that’s 56,000 violent criminals.  

If someone in your family is the victim of a crime by one of the 56,000, I’m guessing the ONLY 14% stat is not very comforting…
 https://t.co/EeWltPGSnm",216881337,"{'retweet_count': 316, 'reply_count': 485, 'like_count': 2283, 'quote_count': 30, 'bookmark_count': 36, 'impression_count': 50459}",Rand Paul,C
2021596851363815714,I am not for chaos or force in the streets. I am for deporting violent criminals who are already in jail. Most Americans agree with that. https://t.co/A53LusffEZ,216881337,"{'retweet_count': 439, 'reply_count': 2850, 'like_count': 3773, 'quote_count': 104, 'bookmark_count': 69, 'impression_count': 223876}",Rand Paul,C
2021379582008668540,"Twisting Christianity to defend irreversible procedures on minors is not faith, it is politics. Real compassion protects children from permanent harm and puts parents back in charge.

Good luck @AndyBeshearKY in making child mutilation a centerpiece of your Presidential run! https://t.co/SWXI6XzT75",216881337,"{'retweet_count': 1701, 'reply_count': 680, 'like_count': 10693, 'quote_count': 71, 'bookmark_count': 206, 'impression_count': 250220}",Rand Paul,C
2021009945450492398,The irony of a governor who sent state police to arrest churchgoers on Easter Sunday now wanting to nullify federal immigration law https://t.co/HpyWqo9hEm,216881337,"{'retweet_count': 3184, 'reply_count': 732, 'like_count': 13744, 'quote_count': 81, 'bookmark_count': 288, 'impression_count': 389022}",Rand Paul,C
2019137129948016995,"We should build a wall around our welfare system. Taxpayer money isn’t charity. I voted NO on more refugee welfare and pushed to cut waste. If we can’t cut $5B, we’ll never balance a $2T deficit. @CarlHigbie. https://t.co/oP3rGMEPsM",216881337,"{'retweet_count': 575, 'reply_count': 436, 'like_count': 6251, 'quote_count': 25, 'bookmark_count': 41, 'impression_count': 132213}",Rand Paul,C
2019125554100793540,"We have every right to defend our troops and shoot down threats. But you cannot bomb a regime into freedom. No nukes for Iran, real inspections, and no American boots on the ground. Endless war is not a strategy. https://t.co/7BcNKClj4N",216881337,"{'retweet_count': 164, 'reply_count': 576, 'like_count': 1444, 'quote_count': 21, 'bookmark_count': 36, 'impression_count': 136067}",Rand Paul,C
2019114447055532179,Good sign to see ICE drawing down in Minnesota. Federal agents should not be crowd control. They should work with local police on targeted arrests with warrants. That is how law enforcement earns trust. Thanks for the conversation @Varneyco https://t.co/nZjQujaLJl,216881337,"{'retweet_count': 213, 'reply_count': 1975, 'like_count': 2138, 'quote_count': 68, 'bookmark_count': 57, 'impression_count': 316022}",Rand Paul,C
2018769709508772248,"ICYMI: I had a great conversation with @PatrickBetDavid on his podcast. We discussed a lot, from COVID and individual liberty to immigration, welfare reform, and ending costly regime-change wars. I appreciated the thoughtful discussion we had.

https://t.co/l8K5RPEXF2",216881337,"{'retweet_count': 39, 'reply_count': 73, 'like_count': 316, 'quote_count': 1, 'bookmark_count': 15, 'impression_count': 92433}",Rand Paul,C
2018750248592584740,"America is $38 trillion in debt, yet Washington keeps expanding welfare benefits for illegal immigrants. Refugee spending has soared into the tens of billions. My End Welfare for Non-Citizens Act puts taxpayers first and restores common sense.

https://t.co/9rqkooxBvq",216881337,"{'retweet_count': 802, 'reply_count': 498, 'like_count': 5580, 'quote_count': 35, 'bookmark_count': 39, 'impression_count': 84602}",Rand Paul,C
2018499159389597901,"If a foreign country bombed our defenses and seized our president, every American would call it an act of war. You do not get to change the definition just because it is us doing it. The Constitution does not work one way. Principles only matter if they apply to everyone. https://t.co/TKZJriGxCy",216881337,"{'retweet_count': 334, 'reply_count': 2498, 'like_count': 1926, 'quote_count': 75, 'bookmark_count': 39, 'impression_count': 271104}",Rand Paul,C
2018483545505710095,"Congress alone decides when America goes to war. Calling a military strike “law enforcement” does not change the Constitution. If a foreign power bombed our defenses and seized our president, no one would deny it was an act of war. The standard has to apply both ways.",216881337,"{'retweet_count': 698, 'reply_count': 2231, 'like_count': 3515, 'quote_count': 93, 'bookmark_count': 93, 'impression_count': 172904}",Rand Paul,C
2017372816694264066,"67 senators, 20 of them Republicans, voted to protect earmarks and kill @BasedMikeLee's amendment. That’s how Washington buys votes and buries taxpayers in debt. More pork. More pet projects. Less accountability. https://t.co/I3ydMKmxGz",216881337,"{'retweet_count': 3914, 'reply_count': 1784, 'like_count': 11039, 'quote_count': 543, 'bookmark_count': 375, 'impression_count': 329131}",Rand Paul,C
2017365153835065813,"The Somali fraud exposed a broken system. Instead of reform, Washington spent $5B more. If Republicans can’t cut a fraction of the deficit, they aren’t serious about debt.

See how your senator voted: https://t.co/lZrsexbBTq",216881337,"{'retweet_count': 2215, 'reply_count': 1133, 'like_count': 7670, 'quote_count': 253, 'bookmark_count': 245, 'impression_count': 160961}",Rand Paul,C
2017351630803636369,https://t.co/paBCPJDCGk,216881337,"{'retweet_count': 701, 'reply_count': 214, 'like_count': 4180, 'quote_count': 38, 'bookmark_count': 53, 'impression_count': 83856}",Rand Paul,C
2017281186221998419,"Washington shouldn’t run the welfare state on autopilot while the national debt soars past $38T. That’s why I introduced the End Welfare for Non-Citizens Act to stop taxpayer dollars from being spent on refugees, asylees &amp; illegal immigrants. Let’s protect American workers &amp;",216881337,"{'retweet_count': 561, 'reply_count': 296, 'like_count': 3871, 'quote_count': 29, 'bookmark_count': 35, 'impression_count': 49291}",Rand Paul,C
2017039902240604575,America’s resources should defend Americans. H.R. 260 stops the flow of cash to failed missions overseas and puts our security and our taxpayers back at the center of policy.,216881337,"{'retweet_count': 58, 'reply_count': 25, 'like_count': 761, 'quote_count': 1, 'bookmark_count': 5, 'impression_count': 36265}",Rand Paul,C
2017039900713927165,"For too long, foreign aid has meant endless spending with no accountability. H.R. 260 changes that. Taxpayers deserve to know their money is not fueling corruption or terror abroad.",216881337,"{'retweet_count': 74, 'reply_count': 25, 'like_count': 823, 'quote_count': 3, 'bookmark_count': 10, 'impression_count': 38433}",Rand Paul,C
2017039899271008741,No country or NGO that props up the Taliban should ever receive U.S. tax dollars. This amendment makes that principle law. America must not bankroll those who side with our enemies.,216881337,"{'retweet_count': 132, 'reply_count': 41, 'like_count': 1445, 'quote_count': 5, 'bookmark_count': 10, 'impression_count': 23142}",Rand Paul,C
2022779447741403517,This is a great speech. Worth watching the whole thing. https://t.co/tRmWP3MVdd,1542228578,"{'retweet_count': 10822, 'reply_count': 3232, 'like_count': 76274, 'quote_count': 337, 'bookmark_count': 7093, 'impression_count': 1895901}",JD Vance,C
2022744192406188357,We’re in the final stretch to put the repeal of Prop 4 on the ballot in Utah! I hope more Utahns will join President Trump and Senator Mike Lee in this very important effort to KEEP UTAH RED. Time is running out – find out where you can sign here: https://t.co/bwDXouINHJ 🇺🇸 https://t.co/3kAQyYb7Wg,1542228578,"{'retweet_count': 7964, 'reply_count': 2217, 'like_count': 33220, 'quote_count': 215, 'bookmark_count': 448, 'impression_count': 1033046}",JD Vance,C
2019799501901373752,"Ohio needs leaders who will fight for working families and stand with President Trump’s America First agenda.

That’s why I’m proud to endorse my dear friend Jay Edwards for Ohio Treasurer of State.

Jay and I are both sons of Appalachia. We know what it’s like to come from",1542228578,"{'retweet_count': 2061, 'reply_count': 4359, 'like_count': 17718, 'quote_count': 147, 'bookmark_count': 210, 'impression_count': 801134}",JD Vance,C
2018804550699016333,"Jerry Nadler is one of the highest ranking Democrats in the House of Representatives and he is openly calling for people to shoot federal law enforcement. 

This is despicable behavior from an elected official and I'm sure the leftwing media will cover it extensively. https://t.co/hmbV43h43H",1542228578,"{'retweet_count': 23390, 'reply_count': 12634, 'like_count': 83024, 'quote_count': 1278, 'bookmark_count': 1823, 'impression_count': 3060551}",JD Vance,C
2018668539352105186,"Great piece from Larry Kudlow about the Trump tariffs, which have lowered the trade deficit and induced an investment boom into the US. 

https://t.co/R6evFyE6wO",1542228578,"{'retweet_count': 3393, 'reply_count': 2592, 'like_count': 17564, 'quote_count': 197, 'bookmark_count': 625, 'impression_count': 762774}",JD Vance,C
2018666758547362252,"Fantastic lineup for the TPUSA halftime show, including the great Bob Ritchie AKA KID ROCK

https://t.co/ZXvvlIBtkE",1542228578,"{'retweet_count': 6180, 'reply_count': 11567, 'like_count': 40854, 'quote_count': 1148, 'bookmark_count': 682, 'impression_count': 8969840}",JD Vance,C
2018362208229503454,"This reminds me of when Margaret Brennan ""fact checked"" me at the VP debate. 

If your position is that a person can claim asylum after traversing eight countries, and they are therefore ""legal immigrants"" because the president ignores the law and allows them to stay, then you're https://t.co/mZsOy1sZPd",1542228578,"{'retweet_count': 12621, 'reply_count': 5417, 'like_count': 81714, 'quote_count': 783, 'bookmark_count': 2305, 'impression_count': 6722900}",JD Vance,C
2016559563730813393,"Thank God we have a Secretary of State who knows his facts AND has the patience of Job. Great job, @SecRubio.",1542228578,"{'retweet_count': 6240, 'reply_count': 2124, 'like_count': 75668, 'quote_count': 125, 'bookmark_count': 302, 'impression_count': 1237018}",JD Vance,C
2016559040197775472,Watching Tammy Duckworth obsessively interrupt Marco Rubio during this hearing is like watching Forest Gump argue with Isaac Newton.,1542228578,"{'retweet_count': 14352, 'reply_count': 13142, 'like_count': 132647, 'quote_count': 1877, 'bookmark_count': 1368, 'impression_count': 12866850}",JD Vance,C
2016546882261045261,"How about federal law enforcement. Should they feel safe calling 911? Right now, they don't, because you've told your police officers not to help them. https://t.co/TAH1eWS66J",1542228578,"{'retweet_count': 14225, 'reply_count': 6774, 'like_count': 87141, 'quote_count': 661, 'bookmark_count': 1058, 'impression_count': 9459582}",JD Vance,C
2016223471307784539,"Today we remember the millions of lives lost during the Holocaust, the millions of stories of individual bravery and heroism, and one of the enduring lessons of one of the darkest chapters in human history: that while humans create beautiful things and are full of compassion, https://t.co/2UwFcy4Kmp",1542228578,"{'retweet_count': 4322, 'reply_count': 8296, 'like_count': 36917, 'quote_count': 988, 'bookmark_count': 831, 'impression_count': 4388295}",JD Vance,C
2015918587609772148,"""We really want illegal aliens to vote in elections and will riot to ensure that it is so."" https://t.co/xp44Ml6C5v",1542228578,"{'retweet_count': 18866, 'reply_count': 11008, 'like_count': 168724, 'quote_count': 1420, 'bookmark_count': 2784, 'impression_count': 11951072}",JD Vance,C
2015788442404245911,https://t.co/fvGbhBZ1ZA,1542228578,"{'retweet_count': 14006, 'reply_count': 7645, 'like_count': 112691, 'quote_count': 667, 'bookmark_count': 1425, 'impression_count': 2163675}",JD Vance,C
